"category","headline","authors","link","short_description","date"
"STYLE & BEAUTY","Lindsay Lohan Poodle Coat Gives Us The Warm Fuzzies (PHOTOS, POLL)","Ellie Krupnick","https://www.huffingtonpost.com/entry/lindsay-lohan-poodle-coat_us_5b9b4a0de4b03a1dcc765e7b","Check out Lindsay's coat... are you a fan of the ostrich/poodle/polar bear look? It's a poodle! It's an ostrich! It's... Yeah","2012-02-07"
"STYLE & BEAUTY","David Beckham: My Super Bowl Ad Was 'Kind Of Embarrassing'","Jessica Misener","https://www.huffingtonpost.com/entry/david-beckham-super-bowl-ad-embarrassed_us_5b9b4a0de4b03a1dcc765e8e","But Becks says he preferred the filming of the ad -- which features Beckham in a pair of tight white underwear and nothing","2012-02-07"
"STYLE & BEAUTY","My ""Love Em or Leave Em"" Valentine's Day Gift Guide!","Courtney Cachet, Contributor\nMedia Personality, Celebrity Designer, Style Expert","https://www.huffingtonpost.com/entry/valentines-day-gifts_us_5b9b4a19e4b03a1dcc765eba","Just when you were making a dent in your credit card bills from the holidays, here comes Valentine's Day.","2012-02-07"
"STYLE & BEAUTY","Feeling Foxy: From Our Network","","https://www.huffingtonpost.comhttp://troprouge.blogspot.com/2012/02/foxy.html","From Trop Rouge: Found a park to explore on one of my last days in Copenhagen. Snuggling up in a new vintage coat I picked","2012-02-07"
"STYLE & BEAUTY","Crop Top In The Middle Of Winter: From Our Network","","https://www.huffingtonpost.comhttp://karlascloset.blogspot.com/2012/02/stroll-in-city.html","From Karla's Closet: Spent a few days in New York this past week working on a very exciting project. The weather was so nice","2012-02-07"
"STYLE & BEAUTY","Behind Madonna's Super Bowl Half Time Performance: From Our Network","","https://www.huffingtonpost.comhttp://smokeandmirrorsblog.com/2012/02/06/behind-half-time/","From Smoke And Mirrors: For those of you presuming Madonna was suited up by her usual stylist for her halftime throwdown","2012-02-07"
"WELLNESS","Day Seven: Angry? Lonely? Tired? Ask Your Heart What it Knows","Suzanne O'Malley, Contributor\nAuthor, Screenwriter, Yale University Lecturer","https://www.huffingtonpost.com/entry/heart-month_us_5b9b49f9e4b03a1dcc765b6a","Patriots fans, take good care of yourselves -- fans of  losing teams in major sporting events have been known to experience higher risks of heart attacks for a couple weeks following an emotional championship game.  Don't kill the messenger!","2012-02-07"
"HOME & LIVING","Sneak Peek Of Adam Levine's Los Angeles Home In Architectural Digest","Dickson Wong","https://www.huffingtonpost.com/entry/adam-levine-home-architectural-digest_us_5b9b4a01e4b03a1dcc765ca8","The interiors are a mix of midcentury and contemporary styles. The living room has rosewood-paneled walls and a tufted purple","2012-02-07"
"HOME & LIVING","Inside George Clooney's Los Angeles House (VIDEO)","Dickson Wong","https://www.huffingtonpost.com/entry/george-clooney-los-angeles-house-cbs_us_5b9b4a01e4b03a1dcc765caf","But for all the manly man mystique that surrounds Clooney, one thing stood out in this preview clip that really let the star's","2012-02-07"
"WEDDINGS","Elizabeth Weil, 'No Cheating, No Dying' Author, Talks Marriage And Her New Book","Stephanie Hallett","https://www.huffingtonpost.com/entry/elizabeth-weil-no-cheatin_us_5b9b49fee4b03a1dcc765c1b","Weil: The stuff that was hard and embarrassing was, how much was I going write about sex? You can't write about marriage","2012-02-07"
"STYLE & BEAUTY","Jada Pinkett Smith's Two Beauty Looks: Which Do You Like Best? (POLL)","Dana Oliver","https://www.huffingtonpost.com/entry/jada-pinkett-smith-hair_us_5b9b4946e4b03a1dcc7654a4","Check out previous ""The Two Faces Of..."" beauty looks in the slideshow below. Location: Philadelphia 76ers versus Charlotte","2012-02-07"
"WEDDINGS","Why Weddings Are So Expensive","Xochitl Gonzalez, Contributor\nCo-founder, AaB Creates/Always a Blogsmaid","https://www.huffingtonpost.com/entry/why-weddings-are-so-expen_us_5b9b493ce4b03a1dcc76545e","With a wedding comes a need to provide perfection (or something close to it), and perfection comes with a slightly higher price tag.","2012-02-07"
"WELLNESS","Government Sodium Guidelines: Are They Possible To Follow?","","https://www.huffingtonpost.com/entry/government-sodium-guidelines_us_5b9b4997e4b03a1dcc7658a9","A couple of researchers from the University of Washington in Seattle decided to look into what this schism could mean for","2012-02-07"
"WELLNESS","Mouse in the House: What a Rodent Problem Can Reveal","Colleen Morton Busch, Contributor\nAuthor of Fire Monks: Zen Mind Meets Wildfire","https://www.huffingtonpost.com/entry/mind-mice_us_5b9b499fe4b03a1dcc765912","I don't have to hate or shove away what I want to remove from the premises. In fact, I can even love it and wish it well while letting it go.","2012-02-07"
"STYLE & BEAUTY","How To Get A Faux Bob Hairstyle, Beth Of 'B. Jones Style' Gives Us Her Tips","Sarah St. Lifer","https://www.huffingtonpost.com/entry/how-to-get-a-faux-bob-hair_us_5b9b499fe4b03a1dcc765919","If you're like Beth and me, watch the video above to get the faux bob -- a simple style seen all over the runways at Dior's","2012-02-07"
"TRAVEL","Liftopia's Best Ski Airports (PHOTOS)","Liftopia, Contributor\nLargest online and mobile marketplace for lift tickets and oth...","https://www.huffingtonpost.com/entry/liftopias-best-ski-airports_us_5b9b499be4b03a1dcc7658b8","At Liftopia, we travel quite a bit for work -- and for play! -- and spend a fair amount of time in airports across the country. Below are our favorites based on easy access to resorts, speed of baggage delivery and how quickly we can get in and out of the terminal and out on the slopes.","2012-02-07"
"STYLE & BEAUTY","Beyonce's First Post-Baby Appearance, Coppola's H&M For Marni Video And More Style News","Brooke Bobb","https://www.huffingtonpost.com/entry/style-news_us_5b9b4a40e4b03a1dcc7660ab","Got a big date for Valentine's Day this year? Here are a couple of great options for what to wear. (Glamour) To avoid another","2012-02-07"
"STYLE & BEAUTY","Eva Mendes For Marie Claire & Bianca Balti For Vogue Japan: Who Wore It Better? (PHOTOS, POLL)","Ellie Krupnick","https://www.huffingtonpost.com/entry/eva-mendes-marie-claire-march-2012_us_5b9b4a3ee4b03a1dcc766095","Check out the dueling bodysuits: who wears her Dolce better? But the onesie looked vaguely familiar, seen on another March","2012-02-07"
"STYLE & BEAUTY","Jessica White's Sheer Lace Jumpsuit: Snap Judgment (PHOTO, POLL)","Dana Oliver","https://www.huffingtonpost.com/entry/jessica-white-sheer-lace-jumpsuit_us_5b9b4a42e4b03a1dcc7660d8","Jessica White has left very little to be desired. Jessica White. Photo: Astrid Stawiarz/Getty Images Lace dominated the fall","2012-02-07"
"WELLNESS","Sodium In Our Foods: The 10 Biggest Sources Of Salt In Our Diets","Amanda L. Chan","https://www.huffingtonpost.com/entry/sodium-foods-salt-diet_us_5b9b4a42e4b03a1dcc7660f7","""Too much sodium raises blood pressure, which is a major risk factor for heart disease and stroke,"" CDC Director Thomas R","2012-02-07"
"FOOD & DRINK","Chefs We Love: Christina Tosi","Kitchen Daily, Kitchen Daily","https://www.huffingtonpost.com/entry/christina-tosi_us_5b9b4a5be4b03a1dcc766153","A couple of Tosi's recipes: Chocolate-chocolate cookies Birthday Cake Chefs We Love is a Valentine's Day tribute to those","2012-02-07"
"STYLE & BEAUTY","Courtney Love, Karl Lagerfeld And Audrey Hepburn Love Their Gloves (PHOTOS)","Christina Anderson","https://www.huffingtonpost.com/entry/leather-gloves-women_us_5b9b4986e4b03a1dcc76572c","We've seen sequined gloves, lace gloves and fur gloves that remind us of animal paws -- extreme? Sure. Cute? Definitely. Get","2012-02-07"
"WELLNESS","The Ultimate Arms And Abs Workout","","https://www.huffingtonpost.com/entry/ab-workout_us_5b9b496fe4b03a1dcc7656e1","By Jessica Smith for Shape.com Set 1: Pushups and Planks Set 2: Dips and Sits Set 3: Side Press and Sweep Set 4: Shoulder","2012-02-07"
"HOME & LIVING","Craft Of The Day: Matchbook Notepads","Kaitlyn Davis","https://www.huffingtonpost.com/entry/craft-of-the-day-matchbook-notepads_us_5b9b49aae4b03a1dcc765989","Flickr Photo by pink.polka And, be sure to check out the other great crafts in our Craft Of The Day slideshow below. How","2012-02-07"
"STYLE & BEAUTY","Ke$ha's Makeunder, Joan River's 739 Cosmetic Procedures And More Beauty News","Simone Kitchens","https://www.huffingtonpost.com/entry/kesha-makeunder_us_5b9b49aae4b03a1dcc765990","Get out. Joan Rivers claims she's had had 739 cosmetic procedures. (NYMag) Reese Witherspoon's new bangs are actually a disguise","2012-02-07"
"STYLE & BEAUTY","LesNouvelles: Our New Favorite E-Commerce Site (PHOTOS)","Christina Anderson","https://www.huffingtonpost.com/entry/les-nouvelles-discount_us_5b9b49a8e4b03a1dcc76594a","Founded a former ELLE editor, LesNouvelles.com is a tightly edited e-commerce site based out of Atlanta, Georgia. But don't","2012-02-07"
"WELLNESS","Vitamin D and Cancer Treatment","Ginny Fraser, Contributor\nCancer survivor, coach for people with cancer and editor of 'O...","https://www.huffingtonpost.com/entry/vitamin-d-cancer_us_5b9b49bce4b03a1dcc7659e6","As someone who has had melanoma, the sun has been significant in my life since my diagnosis and recovery. In other words, I've avoided it. But it now seems that might not have been entirely wise as it has deprived my system of Vitamin D, which is being increasingly heralded as powerful in cancer prevention and treatment.","2012-02-07"
"STYLE & BEAUTY","Louis Vuitton's Merry-Go-Round Strap Mule: Object Of My Affection (PHOTOS)","Brooke Bobb","https://www.huffingtonpost.com/entry/louis-vuittons-metallic-mule_us_5b9b49bde4b03a1dcc7659ed","Louis Vuitton's spring 2012 runway show was full of everything a girl loves; feathers, lace, candy-colored accessories and","2012-02-07"
"STYLE & BEAUTY","Rachel McAdams Debuts New Blonde Bangs At 'The Vow' Premiere (PHOTOS, POLL)","Jessica Misener","https://www.huffingtonpost.com/entry/rachel-mcadams-the-vow-premiere_us_5b9b4a33e4b03a1dcc765fa2","We'll admit it: we're kind of excited to see ""The Vow,"" that new romantic tearjerker starring Rachel McAdams and Channing","2012-02-07"
"FOOD & DRINK","The 5 Best Sendable Valentine's Day Treats","Small Kitchen College, Contributor\nGuide to cooking, eating and drinking on and off campus","https://www.huffingtonpost.com/entry/valentines-day-treats_us_5b9b4a33e4b03a1dcc765fc2","As the saying goes, the way to someone's heart is through his or her stomach -- so I've compiled a list of simply delicious treats that act as blank canvases for the personal touches and creativity that make a good gifts unforgettable.","2012-02-07"
"PARENTING","Returning the Favor: Learning to Love Our Parents Unconditionally","Ned Brody, Contributor\nChief Revenue Officer, AOL","https://www.huffingtonpost.com/entry/returning-the-favor-learn_us_5b9b4a2ce4b03a1dcc765f6c","My mother was more likely to break an arm chasing after us (which she did) than receive the embrace of a loving son. But the more I thought about it, the more I realized that my upbringing wasn't the reason my love for her came with conditions.","2012-02-07"
"PARENTING","Fighting Childhood Obesity On All Fronts","Darell Hammond, Contributor\nFounder, Kaboom","https://www.huffingtonpost.com/entry/fighting-childhood-obesit_us_5b9b4a1ee4b03a1dcc765f32","With a 29 percent increase of childhood obesity in neighborhoods without a park or playground, this is an effort that should be applauded beyond KaBOOM!, whose vision is a great place to play within walking distance of every child in America.","2012-02-07"
"TRAVEL","Eli Manning, Super Bowl MVP, Celebrates Giants' Victory In Walt Disney World (PHOTOS)","","https://www.huffingtonpost.com/entry/eli-manning-celebrates-giants-victory-in-walt-disney-world_us_5b9b4a22e4b03a1dcc765f45","""I'm going to Disney World!"" The ""I'm going to Disney World"" tradition started in 1987, when NY Giants quarterback Phil Simms","2012-02-07"
"TRAVEL","Dog Mushing 101 (PHOTOS)","Kirsten Dixon, Contributor\nAward-winning chef, lodge owner and author","https://www.huffingtonpost.com/entry/dog-mushing-101-photos_us_5b9b4934e4b03a1dcc7653a5","The premise of dog mushing is simple: hook a few dogs together along a rope, attach the rope to a sled, stand on the runners of the sled and hold on. The reality of dog mushing is infinitely more complex.","2012-02-07"
"WELLNESS","Twirling Dervish","Claire Fordham, Contributor\nJournalist, Author, Producer","https://www.huffingtonpost.com/entry/dance-class_us_5b9b4935e4b03a1dcc7653c7","If you don't like the idea of a class, try dancing in the privacy of your own home -- then you really will be dancing like no one's watching. At the very least, it will make you smile.","2012-02-07"
"WELLNESS","The Fabric of Our Lives","Denise M. Wilbanks, Contributor\nAuthor; Motivational speaker","https://www.huffingtonpost.com/entry/human-connection_us_5b9b49e6e4b03a1dcc765b11","Our emotions are the windows through which we perceive the world abroad.  Those emotions come to fruition and are delivered to us by way of our experiences with those around us.","2012-02-07"
"FOOD & DRINK","Chefs We Love: Julia Child","Joseph Erdos","https://www.huffingtonpost.com/entry/julia-child_us_5b9b49e0e4b03a1dcc765a94","Even now, I feel like Julia serves as a guide while I cook, perched on my shoulder, giving me tips and hints for the recipes","2012-02-07"
"STYLE & BEAUTY","Viola Davis In Juan Carlos Obando: Look Of The Day (PHOTOS)","Brooke Bobb","https://www.huffingtonpost.com/entry/viola-davis-academy-awards-style_us_5b9b49e0e4b03a1dcc765aae","WHERE: The Beverly Hilton Hotel in Beverly Hills on February 6th. Getty Images CELEBRITY RELATED LINKS YOU MAY LOVE: We're","2012-02-07"
"WELLNESS","Heart Disease: 17 Celebrities With Heart Problems","Sarah Klein","https://www.huffingtonpost.com/entry/heart-disease-celebrities_us_5b9b49dbe4b03a1dcc765a44","In the past few years, celebrities have rallied to promote awareness for heart health -- particularly in women. Cardiovascular","2012-02-07"
